source_file,fix_id,region_name,year,table_type,raw_text_hash
PDRB-capita_2011-2013.csv,KALTARA_shift,Kota Tarakan,2013,,62930826235c
PDRB-capita_2011-2013.csv,KALTARA_shift,Kota Tarakan,2014,,0460705b2c8d
PDRB-capita_2011-2013.csv,KALTARA_shift,Kota Tarakan,2015,,cd452f72ef18
PDRB-capita_2011-2013.csv,KALTARA_shift,Kab. Malinau,2015,,e717e23e198e
PDRB-capita_2011-2013.csv,KALTARA_shift,Kab. Bulungan,2015,,614234162c15
PDRB-capita_2011-2013.csv,KALTARA_shift,Kab. Tana Tidung,2015,,232e35030a4a
PDRB-capita_2011-2013.csv,KALTARA_shift,Kab. Nunukan,2015,,bf34944dfda9
PDRB-capita_2011-2013.csv,KALTARA_shift,Kota Tarakan,2015,,aff38576df6f
PDRB-capita_2008-2010.csv,BUG_E,Kab. Indragiri Hulu,2008,,3c4e4504b488
PDRB-capita_2008-2010.csv,BUG_E,Kab. Pelalawan,2008,,d2669700f93d
PDRB-capita_2008-2010.csv,BUG_E,Kab. Indragiri Hulu,2009,,87a0561395a5
PDRB-capita_2008-2010.csv,BUG_E,Kab. Pelalawan,2009,,b0d14b028194
PDRB-capita_2008-2010.csv,BUG_E,Kab. Indragiri Hulu,2010,,a284753e629f
PDRB-capita_2008-2010.csv,BUG_E,Kab. Pelalawan,2010,,c716f26edbdc
PDRB-capita_2008-2010.csv,BUG_E,Kab. Indragiri Hulu,2011,,dfe6f782b2f5
PDRB-capita_2008-2010.csv,BUG_E,Kab. Pelalawan,2011,,ae12e2be116d
PDRB-capita_2008-2010.csv,BUG_E,Kab. Indragiri Hulu,2012,,999ff36349cc
PDRB-capita_2008-2010.csv,BUG_E,Kab. Pelalawan,2012,,505a477da93b
